2023-06-20 17:41:22,548 root INFO Namespace(input_file='/scratch/is541/retrosynthesis_dev/Data/Guacamol/guacamol_v1_test_10ksample.txt', limit_iterations=10000, limit_rxn_model_calls=1000, paroutes_n=5, limit_num_smiles=None, start_from_smiles_index_n=9037, save_output_pickle=True)
2023-06-20 17:41:23,299 h5py._conv DEBUG Creating converter from 3 to 5
2023-06-20 17:41:28,141 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:42:58,255 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:44:41,013 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:44:41,659 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:45:50,608 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:45:53,324 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:46:47,210 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:46:48,820 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:47:56,793 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:47:57,492 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:48:49,603 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:48:49,758 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:48:50,324 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:48:53,977 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:48:55,501 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:49:23,509 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:49:43,708 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:49:45,734 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:49:47,478 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:51:38,110 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:52:50,841 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:52:54,964 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:54:39,041 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:54:50,416 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:54:51,824 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:54:53,301 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:54:53,378 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:55:20,805 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:56:05,303 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:56:05,796 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
2023-06-20 17:58:16,193 syntheseus.search.algorithms.best_first.retro_star DEBUG Terminating early because minimum retro star value is greater than minimum proven cost, suggesting the minimum cost route has been found.
